id,created_at,updated_at,name,status,gsf_standards_version,estimated_annual_credits,crediting_period_start_date,crediting_period_end_date,methodology,type,size,sustaincert_id
4806,2024-12-23T16:21:58Z,2026-03-16T17:57:12Z,GS10789 GS10790 RVPA-101: Efficient and Clean Cooking for households in Malawi,LISTED,Gold Standard for the Global Goals,98304,2025-02-21,2030-02-21,,Energy Efficiency - Domestic,Large Scale,12984
4802,2024-12-20T18:14:47Z,2025-07-10T09:19:07Z,"Fair Climate Programme for Sustainable Household Energy (PoA) - Fair Climate Programme: Bachat project - Odisha, India (VPA 11)",LISTED,Gold Standard for the Global Goals,9349,2024-06-26,2029-06-25,GS MS Simplified Methodology for Efficient Cookstoves v1.,Energy Efficiency - Domestic,Micro Scale,23153
4801,2024-12-20T18:12:03Z,2025-07-10T08:49:03Z,"Fair Climate Programme for Sustainable Household Energy (PoA) - Fair Climate Programme: Bachat project - Odisha, India (VPA 10)",LISTED,Gold Standard for the Global Goals,9349,2024-03-09,2029-03-08,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,23152
4800,2024-12-20T17:42:19Z,2026-08-25T13:57:12Z,"Enhancing Climate, Community, and Biodiversity benefits through restoration of barren uplands of vulnerable communities in Mayurbhanj district of Odisha, India",GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,66734,2025-07-01,2055-06-30,,A/R,Small Scale,23151
4799,2024-12-20T15:58:08Z,2026-04-09T08:43:51Z,GS11623 GS11627 RVPA-15 CO2 Sequestration at Swiss Mineral Waste Recovery Facilities using the Neustark Technology,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,1000,2024-06-17,2029-06-16,,Other,Micro Scale,13135
4798,2024-12-20T09:29:22Z,2024-12-20T09:29:22Z,Mezgilder Qushteri Wind Power Project,LISTED,Gold Standard for the Global Goals,227100,2025-07-02,2030-06-02,ACM0002 Grid-connected electricity generation from renewable sources,Other,Large Scale,13199
4797,2024-12-19T19:12:08Z,2026-04-28T04:44:51Z,Parque Fotovoltaico Cotoperi Solar,LISTED,Gold Standard for the Global Goals,0,2025-06-25,2040-06-25,,Other,Large Scale,23150
4796,2024-12-19T10:04:12Z,2025-03-18T07:24:31Z,"Sustainable Forestry in Gambella, Ethiopia",LISTED,Gold Standard for the Global Goals,688917,2025-03-07,2075-03-07,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,A/R,Large Scale,13001
4794,2024-12-18T09:03:45Z,2025-07-10T08:49:05Z,GS12345 GS12354 RVPA-6 Safe Water Supply Kilifi County,LISTED,Gold Standard for the Global Goals,60000,2023-12-17,2028-12-16,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Small Scale,13180
4793,2024-12-18T09:03:35Z,2025-07-10T08:49:05Z,GS12345 GS12354 RVPA-5 Safe Water Supply Kilifi County,LISTED,Gold Standard for the Global Goals,60000,2023-12-17,2028-12-16,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Small Scale,13178
4792,2024-12-18T09:03:24Z,2025-07-10T08:49:04Z,GS12345 GS12354 RVPA-4 Safe Water Supply Kilifi County  ,LISTED,Gold Standard for the Global Goals,60000,2023-12-17,2028-12-16,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Small Scale,13177
4789,2024-12-18T09:02:17Z,2025-07-10T08:49:04Z,GS12345 GS12354 RVPA-1 Safe Water Supply Turkana County  ,LISTED,Gold Standard for the Global Goals,60000,2023-12-17,2028-12-16,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Small Scale,13174
4786,2024-12-17T14:29:06Z,2026-02-09T11:13:33Z,GS23157 VPA-1 Social Forestry Initiative in Bangladesh ,LISTED,Gold Standard for the Global Goals,1000000,2022-10-01,2052-09-30,,A/R,Large Scale,13113
4785,2024-12-17T14:25:38Z,2025-07-10T09:19:08Z,GS23156 VPA-1 Improved Rice Cultivation in Bangladesh,LISTED,Gold Standard for the Global Goals,60000,2022-10-01,2037-09-30,Methane Emission Reduction By Adjusted Water Management Practice In Rice Cultivation,Other,Small Scale,13112
4784,2024-12-17T14:24:54Z,2026-09-07T07:04:57Z,GS23155 VPA-1 Changing  Lives by Improved Cooking in  Bangladesh ,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,60000,2024-01-01,2028-12-31,,Energy Efficiency - Domestic,Large Scale,13110
4783,2024-12-17T13:06:27Z,2026-08-25T20:38:17Z,GS23149 Uganda Cook Bright  Initiative - VPA01,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,300000,2024-02-02,2029-02-01,,Energy Efficiency - Domestic,Large Scale,13107
4782,2024-12-17T12:58:14Z,2026-01-20T08:36:58Z,Uganda Cook Bright Initiative,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,300000,2024-02-02,2044-02-01,,Energy Efficiency - Domestic,Large Scale,23149
4781,2024-12-17T12:46:37Z,2026-09-15T10:00:11Z,GS23147 VPA 01: Improved cooking solutions  for West Nile households in Uganda,LISTED,Gold Standard for the Global Goals,128235,2026-02-02,2031-02-01,,Energy Efficiency - Domestic,Large Scale,23148
4780,2024-12-17T12:44:45Z,2026-09-15T10:00:12Z,Equatoria Clean Cooking Programme in Northern Uganda,LISTED,Gold Standard for the Global Goals,128235,2026-02-02,2031-02-01,,Energy Efficiency - Domestic,Large Scale,23147
4779,2024-12-17T12:36:07Z,2025-08-05T14:17:02Z,GS12600 VPA-4 Clean Water: Madagascar,LISTED,Gold Standard for the Global Goals,60000,2024-05-20,2029-05-19,,Energy Efficiency - Domestic,Small Scale,12808
4778,2024-12-17T11:37:08Z,2024-12-24T10:54:29Z,"Biomass based cogeneration project by Olam Agri in Rajgoli, Maharashtra",LISTED,Gold Standard for the Global Goals,53266,2025-01-20,2030-01-19,AMS-I.C. Thermal energy production with or without electricity,Other,Small Scale,23146
4777,2024-12-13T14:50:00Z,2026-09-22T10:37:52Z,Changing Lives by Improved Cooking in Sri Lanka,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,1136723,2024-12-26,2029-12-25,,Energy Efficiency - Domestic,Large Scale,13145
4776,2024-12-13T13:07:15Z,2025-07-10T08:48:33Z,GS13134 VPA-1 Changing Lives by Improved Cooking - Bharat,LISTED,Gold Standard for the Global Goals,250000,2025-01-15,2030-01-14,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,Energy Efficiency - Domestic,Large Scale,23145
4775,2024-12-13T13:00:08Z,2025-03-18T07:22:00Z,Changing Lives Via Improved Cooking - Bharat,LISTED,Gold Standard for the Global Goals,60000,2024-12-01,2029-11-30,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,Energy Efficiency - Domestic,Large Scale,13134
4774,2024-12-13T12:53:44Z,2026-09-03T13:18:31Z,Tati Solar Project,LISTED,Gold Standard for the Global Goals,350000,2026-07-01,2031-06-30,,PV,Large Scale,23144
4773,2024-12-11T20:50:48Z,2026-09-21T15:52:51Z,"GS11695 VPA-2 Water Purifier Project in Maharashtra, India by Kent - VPA-3",GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,60000,2024-12-26,2029-12-25,,Energy Efficiency - Domestic,Small Scale,13149
4772,2024-12-11T08:41:11Z,2026-09-04T17:06:54Z,GS7591 VPA 73 Vita Green Impact Programme Ethiopia Safe  Water Project,LISTED,Gold Standard for the Global Goals,60000,2024-04-09,2029-04-08,,Energy Efficiency - Domestic,Small Scale,12975
4771,2024-12-11T08:11:11Z,2026-04-28T04:41:58Z,Renewable Energy and Biofertilizers from Waste in Colombia,LISTED,Gold Standard for the Global Goals,12000,2026-01-01,2030-12-31,,"Biomass, or Liquid Biofuel - Cogeneration",Small Scale,23143
4769,2024-12-05T13:06:29Z,2026-08-13T03:13:29Z,National Company for Maize Products (NCMP) - Combined Heat & Power Project ,LISTED,Gold Standard for the Global Goals,41649,2025-11-01,2030-10-31,ACM0026 Fossil fuel based cogeneration for identified recipient facility(ies),Energy Efficiency - Industrial,Large Scale,12990
4768,2024-12-05T08:52:52Z,2026-09-18T12:55:16Z,"Improved Cookstove Distribution Initiative in Gadchiroli, Maharashtra",LISTED,Gold Standard for the Global Goals,50000,2024-11-01,2029-10-31,,Energy Efficiency - Domestic,Large Scale,13088
4767,2024-12-02T08:39:39Z,2024-12-02T08:39:39Z,OYU - Green Flames of Progress in Malawi VPA01,LISTED,Gold Standard for the Global Goals,85335,2024-01-01,2028-12-31,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,Energy Efficiency - Domestic,Large Scale,13152
4766,2024-12-02T07:36:28Z,2024-12-02T07:36:28Z,OYU - Green Flames of Progress in Malawi,LISTED,Gold Standard for the Global Goals,85335,2024-01-01,2028-12-31,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,Energy Efficiency - Domestic,Large Scale,13151
4765,2024-11-29T11:54:27Z,2024-11-29T11:54:27Z,GS13147 HomeBiogas project in Rwanda-VPA1,LISTED,Gold Standard for the Global Goals,617205,2025-04-01,2030-03-31,Methodology for animal waste management and biogas application,Biogas - Heat,Large Scale,13148
4764,2024-11-29T11:54:16Z,2024-11-29T11:54:16Z,HomeBiogas project in Rwanda ,LISTED,Gold Standard for the Global Goals,0,2025-04-01,2030-03-31,Methodology for animal waste management and biogas application,Biogas - Heat,Large Scale,13147
4763,2024-11-28T06:46:04Z,2025-12-09T14:24:04Z,GS13044 VPA-1 Kenya LifeStraw Give Back Program,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,60000,2024-02-05,2029-02-04,,Energy Efficiency - Domestic,Small Scale,13045
4762,2024-11-26T06:19:26Z,2025-10-21T14:18:05Z,LifeStraw Give Back Program,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,60000,2024-02-06,2029-02-05,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Small Scale,13044
4761,2024-11-21T12:23:01Z,2026-09-04T11:55:13Z,SMG Clean Cooking Program VPA02,LISTED,Gold Standard for the Global Goals,288246,2023-02-01,2028-01-31,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,Energy Efficiency - Domestic,Large Scale,12603
4760,2024-11-20T10:57:00Z,2026-08-17T19:09:58Z,Satara New Beginning,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,22000,2024-06-01,2029-05-31,,Biogas - Heat,Large Scale,12767
4759,2024-11-15T09:43:30Z,2025-12-23T11:55:31Z,Supplying Safe Drinking Water to Communities in Odisha,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,9193,2024-01-08,2029-01-07,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Small Scale,13128
4758,2024-11-14T16:38:38Z,2025-02-13T07:15:30Z,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-45,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,40000,2025-01-07,2030-01-07,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,13025
4757,2024-11-14T16:29:53Z,2025-02-27T07:09:32Z,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-44,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,40000,2025-01-07,2030-01-07,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,13024
4756,2024-11-14T10:28:59Z,2025-02-13T07:15:29Z,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-43,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,40000,2025-01-07,2030-01-07,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,13023
4755,2024-11-14T10:06:27Z,2025-02-13T07:15:29Z,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-42,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,40000,2025-01-07,2030-01-07,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,13022
4754,2024-11-14T08:53:03Z,2025-11-20T10:34:37Z,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-41,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,40000,2024-07-02,2029-07-02,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,13021
4753,2024-11-14T08:31:15Z,2025-11-20T10:34:03Z,UpEnergy-Social and Climate Impact Programme- Cooking Devices VPA-40,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,39034,2024-07-02,2029-07-01,GS TPDDTEC v3.1,Energy Efficiency - Domestic,Small Scale,13020
4752,2024-11-14T06:10:06Z,2025-08-20T19:46:22Z,Sorriso Sanorte Landfill Gas,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,32064,2024-10-02,2029-10-01,ACM0001 Flaring or use of landfill gas,Biogas - Electricity,Large Scale,12934
4751,2024-11-08T22:04:54Z,2024-11-08T22:04:54Z,Effluent Treatment Recycling and Energy Generation (ETREG) Plant Dwangwa,LISTED,Gold Standard for the Global Goals,173436,2024-10-11,2029-10-11,ACM0014 Treatment of wastewater,Other,Large Scale,13115
4750,2024-11-07T08:27:45Z,2026-07-20T06:46:09Z,Safe Water Programme in Southeast Africa - Malawi,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,59751,2024-08-09,2029-08-08,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Small Scale,13042
4749,2024-11-07T08:27:39Z,2026-07-20T06:38:17Z,Safe Water Programme in East Africa - Kenya,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,59030,2024-05-19,2029-05-18,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Small Scale,13041
4748,2024-11-07T08:27:33Z,2026-07-20T06:38:17Z,Safe Water Programme in East and Southeast Africa,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,0,2024-05-19,2029-05-18,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Small Scale,13040
4747,2024-11-07T07:34:45Z,2026-06-01T14:56:09Z,Composting Facilities for Organic Waste in East Africa,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,0,2024-06-01,2029-05-31,,Other,Small Scale,12907
4746,2024-11-06T14:24:51Z,2026-02-16T20:57:15Z,Horn of Africa energy efficient technology distribution program of activity,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,0,2024-06-01,2029-05-31,,Other,Small Scale,12544
4745,2024-11-06T12:44:28Z,2026-09-04T04:27:25Z,Aden 120 MW Solar (PV) Power Project in Yemen,LISTED,Gold Standard for the Global Goals,0,2024-08-01,2029-07-30,ACM0002 Grid-connected electricity generation from renewable sources,PV,Large Scale,12946
4744,2024-11-06T05:50:46Z,2026-06-01T14:56:10Z,Composting Facilities for Organic Waste in Tanzania – VPA1,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,18489,2024-06-01,2029-05-31,,Other,Small Scale,12908
4743,2024-11-05T14:07:52Z,2026-08-31T11:06:14Z,iRise Affordable Housing and Agriculture Limited,LISTED,Gold Standard for the Global Goals,68320,2024-09-01,2029-08-31,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,Energy Efficiency - Domestic,Small Scale,12957
4742,2024-10-30T09:01:23Z,2026-08-28T13:22:24Z,OYU – Fuelling a Brighter Future in Tanzania VPA01,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,85370,2023-11-01,2028-10-31,,Energy Efficiency - Domestic,Large Scale,13087
4741,2024-10-30T08:21:09Z,2025-04-11T09:46:09Z,GS13116 VPA-2 Ecolinks Safe Water Project in Rwanda,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,60000,2025-03-25,2030-03-24,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Small Scale,13118
4740,2024-10-30T08:20:52Z,2025-04-11T09:45:40Z,GS13116 VPA-1 Ecolinks Clean Cooking Project in Rwanda,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,293925,2025-02-15,2030-02-14,GS TPDDTEC V4.0: REDUCED EMISSIONS FROM COOKING AND HEATING – TECHNOLOGIES AND PRACTICES TO DISPLACE DECENTRALIZED THERMAL ENERGY CONSUMPTION,Energy Efficiency - Domestic,Large Scale,13117
4739,2024-10-30T08:20:31Z,2025-04-11T09:45:18Z,PoA EcoLinks Clean Cooking and Safe Water Programme in Rwanda,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,0,2025-02-15,2030-02-14,GS Methodology for emission reductions from safe drinking water supply,Energy Efficiency - Domestic,Large Scale,13116
4738,2024-10-29T16:33:48Z,2026-08-28T13:22:47Z,OYU – Fuelling a Brighter Future in Tanzania,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,85370,2023-11-01,2028-10-31,,Energy Efficiency - Domestic,Large Scale,13086
4737,2024-10-29T15:26:05Z,2024-10-29T15:26:05Z,Renacer Solar Plant,LISTED,Gold Standard for the Global Goals,77700,2027-07-16,2032-07-16,ACM0002 Grid-connected electricity generation from renewable sources,PV,Large Scale,12988
4736,2024-10-29T14:57:04Z,2026-09-03T12:22:35Z,Electric Cooking Program in Nepal by  ATEC ,GOLD_STANDARD_CERTIFIED_DESIGN,Gold Standard for the Global Goals,100000,2025-02-27,2030-02-26,,Energy Efficiency - Domestic,Large Scale,12664
4735,2024-10-28T20:48:23Z,2025-12-30T11:51:02Z,GS11935 GS11934 RVPA-59 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-12-23,2028-12-22,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12759
4734,2024-10-28T20:48:09Z,2025-12-30T11:51:02Z,GS11935 GS11934 RVPA-58 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9625,2023-12-12,2028-12-11,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12758
4733,2024-10-28T20:47:51Z,2025-12-30T11:51:01Z,GS11935 GS11934 RVPA-57 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9228,2023-12-12,2028-12-11,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12757
4732,2024-10-28T20:47:26Z,2025-12-30T11:51:01Z,GS11935 GS11934 RVPA-56 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-12-05,2028-12-04,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12756
4731,2024-10-28T20:47:13Z,2025-12-30T11:51:00Z,GS11935 GS11934 RVPA-55 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-12-03,2028-12-02,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12755
4730,2024-10-28T20:47:00Z,2025-12-30T11:51:00Z,GS11935 GS11934 RVPA-54 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-11-28,2028-11-27,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12754
4729,2024-10-28T20:46:48Z,2025-12-30T11:50:59Z,GS11935 GS11934 RVPA-53 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9741,2023-11-22,2028-11-21,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12753
4728,2024-10-28T20:46:33Z,2025-12-30T11:50:59Z,GS11935 GS11934 RVPA-52 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-11-18,2028-11-17,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12752
4727,2024-10-28T20:46:06Z,2025-12-30T11:50:59Z,GS11935 GS11934 RVPA-51 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-10-31,2028-10-30,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12751
4726,2024-10-28T20:45:52Z,2025-12-30T11:50:59Z,GS11935 GS11934 RVPA-50 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9674,2023-10-19,2028-10-18,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12750
4725,2024-10-28T20:45:39Z,2025-12-31T13:25:14Z,GS11935 GS11934 RVPA-49 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-10-14,2028-10-13,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12749
4724,2024-10-28T20:45:27Z,2025-12-31T13:25:14Z,GS11935 GS11934 RVPA-48 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-10-10,2028-10-09,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12748
4723,2024-10-28T20:45:14Z,2025-12-31T13:25:13Z,GS11935 GS11934 RVPA-47 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-10-09,2028-10-08,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12747
4722,2024-10-28T20:44:51Z,2025-12-31T13:25:13Z,GS11935 GS11934 RVPA-46 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-10-07,2028-10-06,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12746
4721,2024-10-28T20:44:38Z,2025-12-31T13:25:12Z,GS11935 GS11934 RVPA-45 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-10-05,2028-10-04,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12745
4720,2024-10-28T20:44:26Z,2025-12-31T13:25:11Z,GS11935 GS11934 RVPA-44 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-10-03,2028-10-02,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12744
4719,2024-10-28T20:44:14Z,2025-12-31T13:25:11Z,GS11935 GS11934 RVPA-43 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-10-01,2028-09-30,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12743
4718,2024-10-28T20:44:03Z,2025-12-31T13:25:11Z,GS11935 GS11934 RVPA-42 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-09-29,2028-09-28,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12742
4717,2024-10-28T20:43:32Z,2025-12-31T13:25:11Z,GS11935 GS11934 RVPA-41 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9454,2023-09-25,2028-09-24,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12741
4716,2024-10-28T20:43:20Z,2025-12-31T13:25:11Z,GS11935 GS11934 RVPA-40 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-09-23,2028-09-22,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12740
4715,2024-10-28T20:43:08Z,2025-12-31T14:02:26Z,GS11935 GS11934 RVPA-39 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9155,2023-09-19,2028-09-18,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12739
4714,2024-10-28T20:42:55Z,2025-12-31T14:02:26Z,GS11935 GS11934 RVPA-38 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-09-15,2028-09-14,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12738
4713,2024-10-28T20:42:39Z,2025-12-31T14:02:25Z,GS11935 GS11934 RVPA-37 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9466,2023-09-12,2028-09-11,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12737
4712,2024-10-28T20:42:14Z,2025-12-31T14:02:25Z,GS11935 GS11934 RVPA-36 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9778,2023-09-05,2028-09-04,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12736
4711,2024-10-28T20:42:02Z,2025-12-31T14:02:24Z,GS11935 GS11934 RVPA-35 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9429,2023-08-30,2028-08-29,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12735
4710,2024-10-28T20:41:50Z,2025-12-31T14:02:23Z,GS11935 GS11934 RVPA-34 Promoting sustainable use of biomass energy resources in targeted communities,GOLD_STANDARD_CERTIFIED_PROJECT,Gold Standard for the Global Goals,9277,2023-08-26,2028-08-25,GS MS Simplified Methodology for Efficient Cookstoves v1.1,Energy Efficiency - Domestic,Micro Scale,12734
